Variable,Measure,Country,Value
"Professional nurses, licensed to practice",Number of persons (head counts),New Zealand,55343.0
"Associate Professional nurses, licensed to practice",Number of persons (head counts),New Zealand,2490.0
Dentists licensed to practice,Number of persons (head counts),New Zealand,3103.0
Practising pharmacists,Number of persons (head counts),New Zealand,3489.0
Professionally active pharmacists,Number of persons (head counts),New Zealand,3832.0
Pharmacists licensed to practice,Number of persons (head counts),New Zealand,4965.0
Practising physiotherapists,Number of persons (head counts),New Zealand,5702.0
Physicians employed in hospitals,Number of persons (head counts),New Zealand,9635.0
Professional nurses and midwives employed in hospitals,Number of persons (head counts),New Zealand,29698.0
Associate nurses employed in hospitals,Number of persons (head counts),New Zealand,933.0
Health care assistants employed in hospitals,Number of persons (head counts),New Zealand,4266.0
Other health service providers employed in hospitals,Number of persons (head counts),New Zealand,16073.0
Other staff employed in hospitals,Number of persons (head counts),New Zealand,15367.0
Other specialists not elsewhere classified,Number of persons (head counts),New Zealand,267.0
General practitioners,Number of persons (head counts),New Zealand,4864.0
Other generalist (non-specialist) medical practitioners,Number of persons (head counts),New Zealand,1957.0
Specialist medical practitioners,Number of persons (head counts),New Zealand,9754.0
Total health and social employment,Number of persons (head counts),Norway,572000.0
Practising physicians,Number of persons (head counts),Norway,26572.0
Professionally active physicians,Number of persons (head counts),Norway,30097.0
Physicians licensed to practice,Number of persons (head counts),Norway,35474.0
Total female physicians,Number of persons (head counts),Norway,13417.0
Female physicians under 35 years old,Number of persons (head counts),Norway,4168.0
Female physicians aged 35-44 years old,Number of persons (head counts),Norway,4545.0
Female physicians aged 45-54 years old,Number of persons (head counts),Norway,2637.0
Female physicians aged 55-64 years old,Number of persons (head counts),Norway,1625.0
Female physicians aged 65-74 years old,Number of persons (head counts),Norway,442.0
Total male physicians,Number of persons (head counts),Norway,13155.0
Male physicians under 35 years old,Number of persons (head counts),Norway,2595.0
Male physicians aged 35-44 years old,Number of persons (head counts),Norway,3427.0
Male physicians aged 45-54 years old,Number of persons (head counts),Norway,2663.0
Male physicians aged 55-64 years old,Number of persons (head counts),Norway,2501.0
Male physicians aged 65-74 years old,Number of persons (head counts),Norway,1969.0
Total physicians,Number of persons (head counts),Norway,26572.0
Total physicians under 35 years old,Number of persons (head counts),Norway,6763.0
Total physicians aged 35-44 years old,Number of persons (head counts),Norway,7972.0
Total physicians aged 45-54 years old,Number of persons (head counts),Norway,5300.0
Total physicians aged 55-64 years old,Number of persons (head counts),Norway,4126.0
Total physicians aged 65-74 years old,Number of persons (head counts),Norway,2411.0
Generalist medical practitioners,Number of persons (head counts),Norway,5162.0
General paediatricians,Number of persons (head counts),Norway,949.0
Obstetricians and gynaecologists,Number of persons (head counts),Norway,659.0
Psychiatrists,Number of persons (head counts),Norway,1377.0
Medical group of specialists,Number of persons (head counts),Norway,4679.0
Surgical group of specialists,Number of persons (head counts),Norway,3115.0
Medical doctors not further defined,Number of persons (head counts),Norway,10193.0
Practising midwives,Number of persons (head counts),Norway,2956.0
Professionally active midwives,Number of persons (head counts),Norway,3283.0
Midwives licensed to practice,Number of persons (head counts),Norway,4700.0
Practising nurses,Number of persons (head counts),Norway,95624.0
"Professional nurses, practising",Number of persons (head counts),Norway,95624.0
"Associate Professional nurses, practising",Number of persons (head counts),Norway,0.0
Professionally active nurses,Number of persons (head counts),Norway,112472.0
"Professional nurses, professionally active",Number of persons (head counts),Norway,112472.0
"Associate Professional nurses, professionally active",Number of persons (head counts),Norway,0.0
Nurses licensed to practice,Number of persons (head counts),Norway,145241.0
"Professional nurses, licensed to practice",Number of persons (head counts),Norway,145241.0
"Associate Professional nurses, licensed to practice",Number of persons (head counts),Norway,0.0
Practising caring personnel,Number of persons (head counts),Norway,91842.0
Professionally active caring personnel,Number of persons (head counts),Norway,118370.0
Practising dentists,Number of persons (head counts),Norway,4845.0
Professionally active dentists,Number of persons (head counts),Norway,5427.0
Dentists licensed to practice,Number of persons (head counts),Norway,7514.0
Practising pharmacists,Number of persons (head counts),Norway,4591.0
Professionally active pharmacists,Number of persons (head counts),Norway,5664.0
Pharmacists licensed to practice,Number of persons (head counts),Norway,7056.0
Practising physiotherapists,Number of persons (head counts),Norway,13283.0
Total hospital employment,Number of persons (head counts),Norway,116709.0
Physicians employed in hospitals,Number of persons (head counts),Norway,14379.0
Professional nurses and midwives employed in hospitals,Number of persons (head counts),Norway,48940.0
Health care assistants employed in hospitals,Number of persons (head counts),Norway,9720.0
Other health service providers employed in hospitals,Number of persons (head counts),Norway,17566.0
Other staff employed in hospitals,Number of persons (head counts),Norway,26104.0
Other specialists not elsewhere classified,Number of persons (head counts),Norway,438.0
General practitioners,Number of persons (head counts),Norway,4587.0
Other generalist (non-specialist) medical practitioners,Number of persons (head counts),Norway,575.0
Specialist medical practitioners,Number of persons (head counts),Norway,11217.0
Total health and social employment,Number of persons (head counts),Sweden,807000.0
Physicians licensed to practice,Number of persons (head counts),Sweden,71179.0
Midwives licensed to practice,Number of persons (head counts),Sweden,13110.0
Nurses licensed to practice,Number of persons (head counts),Sweden,207028.0
"Professional nurses, licensed to practice",Number of persons (head counts),Sweden,207028.0
Dentists licensed to practice,Number of persons (head counts),Sweden,18128.0
Pharmacists licensed to practice,Number of persons (head counts),Sweden,16232.0
Total health and social employment,Number of persons (head counts),Switzerland,709390.89
Practising physicians,Number of persons (head counts),Switzerland,37300.0
Professionally active physicians,Number of persons (head counts),Switzerland,37882.0
Total female physicians,Number of persons (head counts),Switzerland,16175.0
Female physicians under 35 years old,Number of persons (head counts),Switzerland,2719.0
Female physicians aged 35-44 years old,Number of persons (head counts),Switzerland,4948.0
Female physicians aged 45-54 years old,Number of persons (head counts),Switzerland,4439.0
Female physicians aged 55-64 years old,Number of persons (head counts),Switzerland,3182.0
Female physicians aged 65-74 years old,Number of persons (head counts),Switzerland,749.0
Total male physicians,Number of persons (head counts),Switzerland,21125.0
Male physicians under 35 years old,Number of persons (head counts),Switzerland,1787.0
Male physicians aged 35-44 years old,Number of persons (head counts),Switzerland,3949.0
Male physicians aged 45-54 years old,Number of persons (head counts),Switzerland,5621.0
Male physicians aged 55-64 years old,Number of persons (head counts),Switzerland,6376.0
Male physicians aged 65-74 years old,Number of persons (head counts),Switzerland,2817.0
Total physicians,Number of persons (head counts),Switzerland,37300.0
Total physicians under 35 years old,Number of persons (head counts),Switzerland,4506.0
Total physicians aged 35-44 years old,Number of persons (head counts),Switzerland,8897.0
Total physicians aged 45-54 years old,Number of persons (head counts),Switzerland,10060.0
Total physicians aged 55-64 years old,Number of persons (head counts),Switzerland,9558.0
Total physicians aged 65-74 years old,Number of persons (head counts),Switzerland,3566.0
Generalist medical practitioners,Number of persons (head counts),Switzerland,9724.0
General paediatricians,Number of persons (head counts),Switzerland,1906.0
Obstetricians and gynaecologists,Number of persons (head counts),Switzerland,1914.0
Psychiatrists,Number of persons (head counts),Switzerland,4491.0
Medical group of specialists,Number of persons (head counts),Switzerland,6837.0
Surgical group of specialists,Number of persons (head counts),Switzerland,7223.0
Medical doctors not further defined,Number of persons (head counts),Switzerland,5019.0
Practising midwives,Number of persons (head counts),Switzerland,2879.0
Practising nurses,Number of persons (head counts),Switzerland,154004.0
"Professional nurses, practising",Number of persons (head counts),Switzerland,99390.0
"Associate Professional nurses, practising",Number of persons (head counts),Switzerland,54614.0
Practising caring personnel,Number of persons (head counts),Switzerland,65674.0
Practising dentists,Number of persons (head counts),Switzerland,3481.0
Practising pharmacists,Number of persons (head counts),Switzerland,5769.0
Total hospital employment,Number of persons (head counts),Switzerland,220960.0
Physicians employed in hospitals,Number of persons (head counts),Switzerland,28572.0
Professional nurses and midwives employed in hospitals,Number of persons (head counts),Switzerland,64780.0
Associate nurses employed in hospitals,Number of persons (head counts),Switzerland,12344.0
Health care assistants employed in hospitals,Number of persons (head counts),Switzerland,14292.0
Other health service providers employed in hospitals,Number of persons (head counts),Switzerland,33988.0
Other staff employed in hospitals,Number of persons (head counts),Switzerland,66984.0
Other specialists not elsewhere classified,Number of persons (head counts),Switzerland,186.0
Specialist medical practitioners,Number of persons (head counts),Switzerland,22557.0
Total health and social employment,Number of persons (head counts),United Kingdom,4053825.0
Practising physicians,Number of persons (head counts),United Kingdom,196784.0
Physicians licensed to practice,Number of persons (head counts),United Kingdom,260311.0
Total female physicians,Number of persons (head counts),United Kingdom,95171.0
Female physicians under 35 years old,Number of persons (head counts),United Kingdom,36323.0
Female physicians aged 35-44 years old,Number of persons (head counts),United Kingdom,29619.0
Female physicians aged 45-54 years old,Number of persons (head counts),United Kingdom,20222.0
Female physicians aged 55-64 years old,Number of persons (head counts),United Kingdom,8089.0
Female physicians aged 65-74 years old,Number of persons (head counts),United Kingdom,740.0
Total male physicians,Number of persons (head counts),United Kingdom,99919.0
Male physicians under 35 years old,Number of persons (head counts),United Kingdom,28660.0
Male physicians aged 35-44 years old,Number of persons (head counts),United Kingdom,27424.0
Male physicians aged 45-54 years old,Number of persons (head counts),United Kingdom,24841.0
Male physicians aged 55-64 years old,Number of persons (head counts),United Kingdom,15646.0
Male physicians aged 65-74 years old,Number of persons (head counts),United Kingdom,2987.0
Total physicians,Number of persons (head counts),United Kingdom,195669.0
Total physicians under 35 years old,Number of persons (head counts),United Kingdom,64992.0
Total physicians aged 35-44 years old,Number of persons (head counts),United Kingdom,57049.0
Total physicians aged 45-54 years old,Number of persons (head counts),United Kingdom,45065.0
Total physicians aged 55-64 years old,Number of persons (head counts),United Kingdom,23736.0
Total physicians aged 65-74 years old,Number of persons (head counts),United Kingdom,3727.0
Generalist medical practitioners,Number of persons (head counts),United Kingdom,51096.0
General paediatricians,Number of persons (head counts),United Kingdom,11274.0
Obstetricians and gynaecologists,Number of persons (head counts),United Kingdom,8251.0
Psychiatrists,Number of persons (head counts),United Kingdom,12343.0
Medical group of specialists,Number of persons (head counts),United Kingdom,50111.0
Surgical group of specialists,Number of persons (head counts),United Kingdom,57488.0
Practising midwives,Number of persons (head counts),United Kingdom,32169.0
Midwives licensed to practice,Number of persons (head counts),United Kingdom,37255.0
Practising nurses,Number of persons (head counts),United Kingdom,547661.0
"Professional nurses, practising",Number of persons (head counts),United Kingdom,441449.0
"Associate Professional nurses, practising",Number of persons (head counts),United Kingdom,106550.0
Nurses licensed to practice,Number of persons (head counts),United Kingdom,660213.0
Practising caring personnel,Number of persons (head counts),United Kingdom,1162698.0
Practising dentists,Number of persons (head counts),United Kingdom,35568.0
Practising pharmacists,Number of persons (head counts),United Kingdom,58239.0
Practising physiotherapists,Number of persons (head counts),United Kingdom,31100.0
Total hospital employment,Number of persons (head counts),United Kingdom,1543386.65
Physicians employed in hospitals,Number of persons (head counts),United Kingdom,144486.05
Professional nurses and midwives employed in hospitals,Number of persons (head counts),United Kingdom,422149.58
Associate nurses employed in hospitals,Number of persons (head counts),United Kingdom,84000.95
Health care assistants employed in hospitals,Number of persons (head counts),United Kingdom,96048.18
Other health service providers employed in hospitals,Number of persons (head counts),United Kingdom,515525.33
Other staff employed in hospitals,Number of persons (head counts),United Kingdom,281176.56
Other specialists not elsewhere classified,Number of persons (head counts),United Kingdom,6417.0
General practitioners,Number of persons (head counts),United Kingdom,51096.0
Specialist medical practitioners,Number of persons (head counts),United Kingdom,145367.0
Total health and social employment,Number of persons (head counts),United States,21701000.0
Practising physicians,Number of persons (head counts),United States,866316.0
Professionally active physicians,Number of persons (head counts),United States,908024.0
Physicians licensed to practice,Number of persons (head counts),United States,1166112.0
Total female physicians,Number of persons (head counts),United States,320457.0
Female physicians under 35 years old,Number of persons (head counts),United States,68846.0
Female physicians aged 35-44 years old,Number of persons (head counts),United States,86794.0
Female physicians aged 45-54 years old,Number of persons (head counts),United States,79050.0
Female physicians aged 55-64 years old,Number of persons (head counts),United States,58901.0
Female physicians aged 65-74 years old,Number of persons (head counts),United States,26866.0
Total male physicians,Number of persons (head counts),United States,545859.0
Male physicians under 35 years old,Number of persons (head counts),United States,75333.0
Male physicians aged 35-44 years old,Number of persons (head counts),United States,102202.0
Male physicians aged 45-54 years old,Number of persons (head counts),United States,120335.0
Male physicians aged 55-64 years old,Number of persons (head counts),United States,134888.0
Male physicians aged 65-74 years old,Number of persons (head counts),United States,113101.0
Total physicians,Number of persons (head counts),United States,866316.0
Total physicians under 35 years old,Number of persons (head counts),United States,144179.0
Total physicians aged 35-44 years old,Number of persons (head counts),United States,188996.0
Total physicians aged 45-54 years old,Number of persons (head counts),United States,199385.0
Total physicians aged 55-64 years old,Number of persons (head counts),United States,193789.0
Total physicians aged 65-74 years old,Number of persons (head counts),United States,139967.0
Generalist medical practitioners,Number of persons (head counts),United States,100801.0
General paediatricians,Number of persons (head counts),United States,86446.0
Obstetricians and gynaecologists,Number of persons (head counts),United States,44565.0
Psychiatrists,Number of persons (head counts),United States,47533.0
Medical group of specialists,Number of persons (head counts),United States,247751.0
Surgical group of specialists,Number of persons (head counts),United States,130588.0
Professionally active nurses,Number of persons (head counts),United States,3930890.0
"Professional nurses, professionally active",Number of persons (head counts),United States,3233380.0
"Associate Professional nurses, professionally active",Number of persons (head counts),United States,697510.0
Nurses licensed to practice,Number of persons (head counts),United States,5772152.0
"Professional nurses, licensed to practice",Number of persons (head counts),United States,4800038.0
"Associate Professional nurses, licensed to practice",Number of persons (head counts),United States,972114.0
Practising caring personnel,Number of persons (head counts),United States,4683430.0
Professionally active dentists,Number of persons (head counts),United States,200400.0
Professionally active pharmacists,Number of persons (head counts),United States,311200.0
Practising physiotherapists,Number of persons (head counts),United States,233350.0
Other specialists not elsewhere classified,Number of persons (head counts),United States,208632.0
General practitioners,Number of persons (head counts),United States,100801.0
Other generalist (non-specialist) medical practitioners,Number of persons (head counts),United States,0.0
Specialist medical practitioners,Number of persons (head counts),United States,765515.0
Practising physicians,Number of persons (head counts),Brazil,487659.0
Generalist medical practitioners,Number of persons (head counts),Brazil,118013.0
Practising nurses,Number of persons (head counts),Brazil,1561940.0
Practising physicians,Number of persons (head counts),China (People's Republic of),3210515.0
Practising nurses,Number of persons (head counts),China (People's Republic of),4445047.0
Practising physicians,Number of persons (head counts),India,1268172.0
Practising nurses,Number of persons (head counts),India,3263633.0
Total health and social employment,Number of persons (head counts),Israel,456261.86
Practising physicians,Number of persons (head counts),Israel,29803.0
Professionally active physicians,Number of persons (head counts),Israel,30483.0
Physicians licensed to practice,Number of persons (head counts),Israel,40168.0
Total female physicians,Number of persons (head counts),Israel,16654.0
Female physicians under 35 years old,Number of persons (head counts),Israel,2548.0
Female physicians aged 35-44 years old,Number of persons (head counts),Israel,3482.0
Female physicians aged 45-54 years old,Number of persons (head counts),Israel,3100.0
Female physicians aged 55-64 years old,Number of persons (head counts),Israel,3398.0
Female physicians aged 65-74 years old,Number of persons (head counts),Israel,2548.0
Total male physicians,Number of persons (head counts),Israel,23514.0
Male physicians under 35 years old,Number of persons (head counts),Israel,3616.0
Male physicians aged 35-44 years old,Number of persons (head counts),Israel,4198.0
Male physicians aged 45-54 years old,Number of persons (head counts),Israel,3672.0
Male physicians aged 55-64 years old,Number of persons (head counts),Israel,4795.0
Male physicians aged 65-74 years old,Number of persons (head counts),Israel,4861.0
Total physicians,Number of persons (head counts),Israel,40168.0
Total physicians under 35 years old,Number of persons (head counts),Israel,6164.0
Total physicians aged 35-44 years old,Number of persons (head counts),Israel,7680.0
Total physicians aged 45-54 years old,Number of persons (head counts),Israel,6772.0
Total physicians aged 55-64 years old,Number of persons (head counts),Israel,8193.0
Total physicians aged 65-74 years old,Number of persons (head counts),Israel,7409.0
Generalist medical practitioners,Number of persons (head counts),Israel,8916.0
General paediatricians,Number of persons (head counts),Israel,2166.0
Obstetricians and gynaecologists,Number of persons (head counts),Israel,1925.0
Psychiatrists,Number of persons (head counts),Israel,1495.0
Medical group of specialists,Number of persons (head counts),Israel,9960.0
Surgical group of specialists,Number of persons (head counts),Israel,6021.0
Professionally active midwives,Number of persons (head counts),Israel,2213.0
Midwives licensed to practice,Number of persons (head counts),Israel,2916.0
Practising nurses,Number of persons (head counts),Israel,45400.0
"Professional nurses, practising",Number of persons (head counts),Israel,42700.0
"Associate Professional nurses, practising",Number of persons (head counts),Israel,2700.0
Professionally active nurses,Number of persons (head counts),Israel,54088.0
"Professional nurses, professionally active",Number of persons (head counts),Israel,47167.0
"Associate Professional nurses, professionally active",Number of persons (head counts),Israel,6921.0
Nurses licensed to practice,Number of persons (head counts),Israel,68273.0
"Professional nurses, licensed to practice",Number of persons (head counts),Israel,56190.0
"Associate Professional nurses, licensed to practice",Number of persons (head counts),Israel,12083.0
Practising caring personnel,Number of persons (head counts),Israel,108200.0
Practising dentists,Number of persons (head counts),Israel,7500.0
Professionally active dentists,Number of persons (head counts),Israel,9884.0
Dentists licensed to practice,Number of persons (head counts),Israel,12045.0
Practising pharmacists,Number of persons (head counts),Israel,8500.0
Professionally active pharmacists,Number of persons (head counts),Israel,8405.0
Pharmacists licensed to practice,Number of persons (head counts),Israel,9577.0
Practising physiotherapists,Number of persons (head counts),Israel,11800.0
Total hospital employment,Number of persons (head counts),Israel,93300.0
Physicians employed in hospitals,Number of persons (head counts),Israel,18800.0
Professional nurses and midwives employed in hospitals,Number of persons (head counts),Israel,27000.0
Associate nurses employed in hospitals,Number of persons (head counts),Israel,800.0
Health care assistants employed in hospitals,Number of persons (head counts),Israel,1600.0
Other health service providers employed in hospitals,Number of persons (head counts),Israel,14400.0
Other staff employed in hospitals,Number of persons (head counts),Israel,30700.0
General practitioners,Number of persons (head counts),Israel,2676.0
Other generalist (non-specialist) medical practitioners,Number of persons (head counts),Israel,6240.0
Specialist medical practitioners,Number of persons (head counts),Israel,21567.0
Total hospital employment,Full-time equivalent persons (FTE),Canada,481828.0
Total hospital employment,Full-time equivalent persons (FTE),France,1180115.12
Physicians employed in hospitals,Full-time equivalent persons (FTE),France,135583.58
Professional nurses and midwives employed in hospitals,Full-time equivalent persons (FTE),France,357056.43
Associate nurses employed in hospitals,Full-time equivalent persons (FTE),France,0.0
Health care assistants employed in hospitals,Full-time equivalent persons (FTE),France,227209.08
Other health service providers employed in hospitals,Full-time equivalent persons (FTE),France,52827.63
Other staff employed in hospitals,Full-time equivalent persons (FTE),France,407438.4
Total hospital employment,Full-time equivalent persons (FTE),Germany,1049000.0
Physicians employed in hospitals,Full-time equivalent persons (FTE),Germany,176000.0
Professional nurses and midwives employed in hospitals,Full-time equivalent persons (FTE),Germany,392000.0
Associate nurses employed in hospitals,Full-time equivalent persons (FTE),Germany,45000.0
Other health service providers employed in hospitals,Full-time equivalent persons (FTE),Germany,194000.0
Other staff employed in hospitals,Full-time equivalent persons (FTE),Germany,243000.0
Total hospital employment,Full-time equivalent persons (FTE),Netherlands,200743.0
Physicians employed in hospitals,Full-time equivalent persons (FTE),Netherlands,21881.0
Professional nurses and midwives employed in hospitals,Full-time equivalent persons (FTE),Netherlands,59900.0
Health care assistants employed in hospitals,Full-time equivalent persons (FTE),Netherlands,12972.0
Other health service providers employed in hospitals,Full-time equivalent persons (FTE),Netherlands,105991.0
Physicians employed in hospitals,Full-time equivalent persons (FTE),New Zealand,8708.1
Professional nurses and midwives employed in hospitals,Full-time equivalent persons (FTE),New Zealand,24026.6
Associate nurses employed in hospitals,Full-time equivalent persons (FTE),New Zealand,735.6
Health care assistants employed in hospitals,Full-time equivalent persons (FTE),New Zealand,3505.1
Other health service providers employed in hospitals,Full-time equivalent persons (FTE),New Zealand,13534.1
Other staff employed in hospitals,Full-time equivalent persons (FTE),New Zealand,13529.7
Total hospital employment,Full-time equivalent persons (FTE),Norway,101941.0
Physicians employed in hospitals,Full-time equivalent persons (FTE),Norway,14214.0
Professional nurses and midwives employed in hospitals,Full-time equivalent persons (FTE),Norway,43362.0
Health care assistants employed in hospitals,Full-time equivalent persons (FTE),Norway,7810.0
Other health service providers employed in hospitals,Full-time equivalent persons (FTE),Norway,15012.0
Other staff employed in hospitals,Full-time equivalent persons (FTE),Norway,21544.0
Total hospital employment,Full-time equivalent persons (FTE),Switzerland,170927.84
Physicians employed in hospitals,Full-time equivalent persons (FTE),Switzerland,23335.94
Professional nurses and midwives employed in hospitals,Full-time equivalent persons (FTE),Switzerland,49157.42
Associate nurses employed in hospitals,Full-time equivalent persons (FTE),Switzerland,10070.27
Health care assistants employed in hospitals,Full-time equivalent persons (FTE),Switzerland,10061.95
Other health service providers employed in hospitals,Full-time equivalent persons (FTE),Switzerland,25578.26
Other staff employed in hospitals,Full-time equivalent persons (FTE),Switzerland,52724.0
Total hospital employment,Full-time equivalent persons (FTE),United Kingdom,1363598.98
Physicians employed in hospitals,Full-time equivalent persons (FTE),United Kingdom,135729.02
Professional nurses and midwives employed in hospitals,Full-time equivalent persons (FTE),United Kingdom,374550.58
Associate nurses employed in hospitals,Full-time equivalent persons (FTE),United Kingdom,73213.39
Health care assistants employed in hospitals,Full-time equivalent persons (FTE),United Kingdom,83760.13
Other health service providers employed in hospitals,Full-time equivalent persons (FTE),United Kingdom,447206.64
Other staff employed in hospitals,Full-time equivalent persons (FTE),United Kingdom,249139.21
Total hospital employment,Full-time equivalent persons (FTE),Israel,87500.0
Physicians employed in hospitals,Full-time equivalent persons (FTE),Israel,20400.0
Professional nurses and midwives employed in hospitals,Full-time equivalent persons (FTE),Israel,25800.0
Associate nurses employed in hospitals,Full-time equivalent persons (FTE),Israel,700.0
Health care assistants employed in hospitals,Full-time equivalent persons (FTE),Israel,1300.0
Other health service providers employed in hospitals,Full-time equivalent persons (FTE),Israel,12800.0
Other staff employed in hospitals,Full-time equivalent persons (FTE),Israel,26500.0
Remuneration of hospital nurses,"Salaried, annual income, NCU",Canada,75460.0
Remuneration of specialists,"Salaried, annual income, NCU",Germany,141900.0
Remuneration of specialists,"Salaried, annual income, NCU",Italy,70386.0
Remuneration of hospital nurses,"Salaried, annual income, NCU",Italy,29161.0
Remuneration of general practitioners,"Salaried, annual income, NCU",Netherlands,111831.52
Remuneration of specialists,"Salaried, annual income, NCU",Netherlands,156951.49
Remuneration of hospital nurses,"Salaried, annual income, NCU",Netherlands,56370.55
Remuneration of specialists,"Salaried, annual income, NCU",New Zealand,211833.0
Remuneration of hospital nurses,"Salaried, annual income, NCU",New Zealand,87218.0
Remuneration of specialists,"Salaried, annual income, NCU",Norway,1052520.0
Remuneration of hospital nurses,"Salaried, annual income, NCU",Norway,589481.0
Remuneration of specialists,"Salaried, annual income, NCU",Sweden,984540.0
Remuneration of hospital nurses,"Salaried, annual income, NCU",Switzerland,75166.47
Remuneration of general practitioners,"Salaried, annual income, NCU",United Kingdom,58892.0
Remuneration of specialists,"Salaried, annual income, NCU",United Kingdom,118188.95
Remuneration of hospital nurses,"Salaried, annual income, NCU",United Kingdom,36909.61
Remuneration of hospital nurses,"Salaried, annual income, NCU",United States,79400.0
Remuneration of general practitioners,"Salaried, annual income, NCU",Israel,278180.0
Remuneration of specialists,"Salaried, annual income, NCU",Israel,598640.0
Remuneration of hospital nurses,"Salaried, annual income, NCU",Israel,237050.0
Remuneration of general practitioners,"Self-employed, annual income, NCU",Australia,147370.0
Remuneration of specialists,"Self-employed, annual income, NCU",Australia,307967.0
Remuneration of general practitioners,"Self-employed, annual income, NCU",Israel,393579.0
Remuneration of specialists,"Self-employed, annual income, NCU",Israel,656283.0
"Computed Tomography scanners, total",Per million population,Australia,69.74
"Magnetic Resonance Imaging units, total",Per million population,Australia,14.78
"Positron Emission Tomography (PET) scanners, total",Per million population,Australia,3.75
"Gamma cameras, total",Per million population,Australia,18.61
"Mammographs, total",Per million population,Australia,23.26
"Radiation therapy equipment, total",Per million population,Australia,11.47
Hospitals,Per million population,Canada,18.86
General hospitals,Per million population,Canada,14.66
"Computed Tomography scanners, total",Per million population,Canada,14.61
"Computed Tomography scanners, in hospitals",Per million population,Canada,14.02
"Computed Tomography scanners, in ambulatory sector",Per million population,Canada,0.59
"Magnetic Resonance Imaging units, total",Per million population,Canada,10.06
"Magnetic Resonance Imaging units, in hospitals",Per million population,Canada,8.33
"Magnetic Resonance Imaging units, in ambulatory sector",Per million population,Canada,1.73
"Positron Emission Tomography (PET) scanners, total",Per million population,Canada,1.52
"Positron Emission Tomography (PET) scanners, in hospitals",Per million population,Canada,1.33
"Positron Emission Tomography (PET) scanners, in ambulatory sector",Per million population,Canada,0.19
"Gamma cameras, total",Per million population,Canada,15.32
"Gamma cameras, in hospitals",Per million population,Canada,13.91
"Gamma cameras, in ambulatory sector",Per million population,Canada,1.41
"Mammographs, total",Per million population,Canada,17.93
"Radiation therapy equipment, total",Per million population,Canada,2.87
"Radiation therapy equipment, in hospitals",Per million population,Canada,2.87
"Radiation therapy equipment, in ambulatory sector",Per million population,Canada,0.0
Publicly owned hospitals,Per million population,Canada,18.68
For-profit privately owned hospitals,Per million population,Canada,0.19
"Computed Tomography scanners, total",Per million population,Denmark,40.59
"Computed Tomography scanners, in hospitals",Per million population,Denmark,40.24
"Computed Tomography scanners, in ambulatory sector",Per million population,Denmark,0.34
"Positron Emission Tomography (PET) scanners, total",Per million population,Denmark,8.26
"Positron Emission Tomography (PET) scanners, in hospitals",Per million population,Denmark,8.26
"Positron Emission Tomography (PET) scanners, in ambulatory sector",Per million population,Denmark,0.0
"Gamma cameras, total",Per million population,Denmark,14.62
"Gamma cameras, in hospitals",Per million population,Denmark,14.62
"Gamma cameras, in ambulatory sector",Per million population,Denmark,0.0
"Mammographs, total",Per million population,Denmark,15.13
"Mammographs, in hospitals",Per million population,Denmark,14.1
"Mammographs, in ambulatory sector",Per million population,Denmark,1.03
"Radiation therapy equipment, total",Per million population,Denmark,11.87
"Radiation therapy equipment, in hospitals",Per million population,Denmark,11.87
"Radiation therapy equipment, in ambulatory sector",Per million population,Denmark,0.0
Hospitals,Per million population,France,44.73
General hospitals,Per million population,France,28.0
"Computed Tomography scanners, total",Per million population,France,18.17
"Computed Tomography scanners, in hospitals",Per million population,France,10.77
"Computed Tomography scanners, in ambulatory sector",Per million population,France,7.41
"Magnetic Resonance Imaging units, total",Per million population,France,15.38
"Magnetic Resonance Imaging units, in hospitals",Per million population,France,6.63
"Magnetic Resonance Imaging units, in ambulatory sector",Per million population,France,8.74
"Positron Emission Tomography (PET) scanners, total",Per million population,France,2.48
"Positron Emission Tomography (PET) scanners, in hospitals",Per million population,France,1.64
"Positron Emission Tomography (PET) scanners, in ambulatory sector",Per million population,France,0.85
"Gamma cameras, total",Per million population,France,6.87
"Gamma cameras, in hospitals",Per million population,France,4.45
"Gamma cameras, in ambulatory sector",Per million population,France,2.42
Publicly owned hospitals,Per million population,France,20.13
Not-for-profit privately owned hospitals,Per million population,France,9.98
For-profit privately owned hospitals,Per million population,France,14.62
Hospitals,Per million population,Germany,36.42
General hospitals,Per million population,Germany,18.97
"Computed Tomography scanners, in hospitals",Per million population,Germany,18.77
"Magnetic Resonance Imaging units, in hospitals",Per million population,Germany,12.56
"Positron Emission Tomography (PET) scanners, in hospitals",Per million population,Germany,1.23
"Gamma cameras, in hospitals",Per million population,Germany,5.8
"Mammographs, in hospitals",Per million population,Germany,4.66
"Radiation therapy equipment, in hospitals",Per million population,Germany,4.65
Publicly owned hospitals,Per million population,Germany,9.03
Not-for-profit privately owned hospitals,Per million population,Germany,11.45
For-profit privately owned hospitals,Per million population,Germany,15.95
Hospitals,Per million population,Italy,17.68
General hospitals,Per million population,Italy,14.95
"Computed Tomography scanners, total",Per million population,Italy,36.46
"Computed Tomography scanners, in hospitals",Per million population,Italy,26.13
"Computed Tomography scanners, in ambulatory sector",Per million population,Italy,10.33
"Magnetic Resonance Imaging units, total",Per million population,Italy,30.22
"Magnetic Resonance Imaging units, in hospitals",Per million population,Italy,17.73
"Magnetic Resonance Imaging units, in ambulatory sector",Per million population,Italy,12.49
"Positron Emission Tomography (PET) scanners, total",Per million population,Italy,3.55
