Country,Indicator,Gender,Age Group,VAL,Value.1
Norway,AMI 30 day mortality using unlinked data,Male,45 years old and over,UP_CI,3.4
Norway,Hemorrhagic stroke 30 day mortality using linked data,Male,45 years old and over,AS_STD_RATE_CPAT,23.3
Norway,Hemorrhagic stroke 30 day mortality using linked data,Male,45 years old and over,LOW_CI,20.8
Norway,Hemorrhagic stroke 30 day mortality using linked data,Male,45 years old and over,UP_CI,25.7
Norway,Hemorrhagic stroke 30 day mortality using unlinked data,Male,45 years old and over,AS_STD_RATE_CPAT,14.3
Norway,Hemorrhagic stroke 30 day mortality using unlinked data,Male,45 years old and over,LOW_CI,12.6
Norway,Hemorrhagic stroke 30 day mortality using unlinked data,Male,45 years old and over,UP_CI,16.1
Norway,Ischemic stroke 30 day mortality using linked data,Male,45 years old and over,AS_STD_RATE_CPAT,7.3
Norway,Ischemic stroke 30 day mortality using linked data,Male,45 years old and over,LOW_CI,6.5
Norway,Ischemic stroke 30 day mortality using linked data,Male,45 years old and over,UP_CI,8.1
Norway,Ischemic stroke 30 day mortality using unlinked data,Male,45 years old and over,AS_STD_RATE_CPAT,3.6
Norway,Ischemic stroke 30 day mortality using unlinked data,Male,45 years old and over,LOW_CI,3.0
Norway,Ischemic stroke 30 day mortality using unlinked data,Male,45 years old and over,UP_CI,4.1
Norway,AMI 30 day mortality using linked data,Female,45 years old and over,AS_STD_RATE_CPAT,6.5
Norway,AMI 30 day mortality using linked data,Female,45 years old and over,LOW_CI,5.7
Norway,AMI 30 day mortality using linked data,Female,45 years old and over,UP_CI,7.2
Norway,AMI 30 day mortality using unlinked data,Female,45 years old and over,AS_STD_RATE_CPAT,3.3
Norway,AMI 30 day mortality using unlinked data,Female,45 years old and over,LOW_CI,2.9
Norway,AMI 30 day mortality using unlinked data,Female,45 years old and over,UP_CI,3.7
Norway,Hemorrhagic stroke 30 day mortality using linked data,Female,45 years old and over,AS_STD_RATE_CPAT,26.1
Norway,Hemorrhagic stroke 30 day mortality using linked data,Female,45 years old and over,LOW_CI,23.4
Norway,Hemorrhagic stroke 30 day mortality using linked data,Female,45 years old and over,UP_CI,28.7
Norway,Hemorrhagic stroke 30 day mortality using unlinked data,Female,45 years old and over,AS_STD_RATE_CPAT,17.0
Norway,Hemorrhagic stroke 30 day mortality using unlinked data,Female,45 years old and over,LOW_CI,15.1
Norway,Hemorrhagic stroke 30 day mortality using unlinked data,Female,45 years old and over,UP_CI,19.0
Norway,Ischemic stroke 30 day mortality using linked data,Female,45 years old and over,AS_STD_RATE_CPAT,8.3
Norway,Ischemic stroke 30 day mortality using linked data,Female,45 years old and over,LOW_CI,7.4
Norway,Ischemic stroke 30 day mortality using linked data,Female,45 years old and over,UP_CI,9.1
Norway,Ischemic stroke 30 day mortality using unlinked data,Female,45 years old and over,AS_STD_RATE_CPAT,3.9
Norway,Ischemic stroke 30 day mortality using unlinked data,Female,45 years old and over,LOW_CI,3.3
Norway,Ischemic stroke 30 day mortality using unlinked data,Female,45 years old and over,UP_CI,4.5
Norway,AMI 30 day mortality using linked data,Total,45 years old and over,AS_STD_RATE_CPAT,6.4
Norway,AMI 30 day mortality using linked data,Total,45 years old and over,LOW_CI,6.0
Norway,AMI 30 day mortality using linked data,Total,45 years old and over,UP_CI,6.9
Norway,AMI 30 day mortality using unlinked data,Total,45 years old and over,AS_STD_RATE_CPAT,3.2
Norway,AMI 30 day mortality using unlinked data,Total,45 years old and over,LOW_CI,2.9
Norway,AMI 30 day mortality using unlinked data,Total,45 years old and over,UP_CI,3.4
Norway,Hemorrhagic stroke 30 day mortality using linked data,Total,45 years old and over,AS_STD_RATE_CPAT,24.8
Norway,Hemorrhagic stroke 30 day mortality using linked data,Total,45 years old and over,LOW_CI,23.0
Norway,Hemorrhagic stroke 30 day mortality using linked data,Total,45 years old and over,UP_CI,26.5
Norway,Hemorrhagic stroke 30 day mortality using unlinked data,Total,45 years old and over,AS_STD_RATE_CPAT,15.8
Norway,Hemorrhagic stroke 30 day mortality using unlinked data,Total,45 years old and over,LOW_CI,14.5
Norway,Hemorrhagic stroke 30 day mortality using unlinked data,Total,45 years old and over,UP_CI,17.2
Norway,Ischemic stroke 30 day mortality using linked data,Total,45 years old and over,AS_STD_RATE_CPAT,7.8
Norway,Ischemic stroke 30 day mortality using linked data,Total,45 years old and over,LOW_CI,7.2
Norway,Ischemic stroke 30 day mortality using linked data,Total,45 years old and over,UP_CI,8.3
Norway,Ischemic stroke 30 day mortality using unlinked data,Total,45 years old and over,AS_STD_RATE_CPAT,3.8
Norway,Ischemic stroke 30 day mortality using unlinked data,Total,45 years old and over,LOW_CI,3.4
Norway,Ischemic stroke 30 day mortality using unlinked data,Total,45 years old and over,UP_CI,4.2
Sweden,AMI 30 day mortality using linked data,Male,45 years old and over,AS_STD_RATE_CPAT,6.5
Sweden,AMI 30 day mortality using linked data,Male,45 years old and over,LOW_CI,6.1
Sweden,AMI 30 day mortality using linked data,Male,45 years old and over,UP_CI,7.0
Sweden,AMI 30 day mortality using unlinked data,Male,45 years old and over,AS_STD_RATE_CPAT,3.4
Sweden,AMI 30 day mortality using unlinked data,Male,45 years old and over,LOW_CI,3.1
Sweden,AMI 30 day mortality using unlinked data,Male,45 years old and over,UP_CI,3.6
Sweden,Hemorrhagic stroke 30 day mortality using linked data,Male,45 years old and over,AS_STD_RATE_CPAT,23.0
Sweden,Hemorrhagic stroke 30 day mortality using linked data,Male,45 years old and over,LOW_CI,21.4
Sweden,Hemorrhagic stroke 30 day mortality using linked data,Male,45 years old and over,UP_CI,24.6
Sweden,Hemorrhagic stroke 30 day mortality using unlinked data,Male,45 years old and over,AS_STD_RATE_CPAT,14.4
Sweden,Hemorrhagic stroke 30 day mortality using unlinked data,Male,45 years old and over,LOW_CI,13.3
Sweden,Hemorrhagic stroke 30 day mortality using unlinked data,Male,45 years old and over,UP_CI,15.5
Sweden,Ischemic stroke 30 day mortality using linked data,Male,45 years old and over,AS_STD_RATE_CPAT,9.2
Sweden,Ischemic stroke 30 day mortality using linked data,Male,45 years old and over,LOW_CI,8.6
Sweden,Ischemic stroke 30 day mortality using linked data,Male,45 years old and over,UP_CI,9.8
Sweden,Ischemic stroke 30 day mortality using unlinked data,Male,45 years old and over,AS_STD_RATE_CPAT,5.0
Sweden,Ischemic stroke 30 day mortality using unlinked data,Male,45 years old and over,LOW_CI,4.6
Sweden,Ischemic stroke 30 day mortality using unlinked data,Male,45 years old and over,UP_CI,5.4
Sweden,AMI 30 day mortality using linked data,Female,45 years old and over,AS_STD_RATE_CPAT,7.1
Sweden,AMI 30 day mortality using linked data,Female,45 years old and over,LOW_CI,6.5
Sweden,AMI 30 day mortality using linked data,Female,45 years old and over,UP_CI,7.7
Sweden,AMI 30 day mortality using unlinked data,Female,45 years old and over,AS_STD_RATE_CPAT,3.6
Sweden,AMI 30 day mortality using unlinked data,Female,45 years old and over,LOW_CI,3.3
Sweden,AMI 30 day mortality using unlinked data,Female,45 years old and over,UP_CI,4.0
Sweden,Hemorrhagic stroke 30 day mortality using linked data,Female,45 years old and over,AS_STD_RATE_CPAT,26.3
Sweden,Hemorrhagic stroke 30 day mortality using linked data,Female,45 years old and over,LOW_CI,24.5
Sweden,Hemorrhagic stroke 30 day mortality using linked data,Female,45 years old and over,UP_CI,28.0
Sweden,Hemorrhagic stroke 30 day mortality using unlinked data,Female,45 years old and over,AS_STD_RATE_CPAT,16.0
Sweden,Hemorrhagic stroke 30 day mortality using unlinked data,Female,45 years old and over,LOW_CI,14.7
Sweden,Hemorrhagic stroke 30 day mortality using unlinked data,Female,45 years old and over,UP_CI,17.2
Sweden,Ischemic stroke 30 day mortality using linked data,Female,45 years old and over,AS_STD_RATE_CPAT,10.3
Sweden,Ischemic stroke 30 day mortality using linked data,Female,45 years old and over,LOW_CI,9.6
Sweden,Ischemic stroke 30 day mortality using linked data,Female,45 years old and over,UP_CI,10.9
Sweden,Ischemic stroke 30 day mortality using unlinked data,Female,45 years old and over,AS_STD_RATE_CPAT,5.7
Sweden,Ischemic stroke 30 day mortality using unlinked data,Female,45 years old and over,LOW_CI,5.2
Sweden,Ischemic stroke 30 day mortality using unlinked data,Female,45 years old and over,UP_CI,6.1
Sweden,AMI 30 day mortality using linked data,Total,45 years old and over,AS_STD_RATE_CPAT,6.8
Sweden,AMI 30 day mortality using linked data,Total,45 years old and over,LOW_CI,6.4
Sweden,AMI 30 day mortality using linked data,Total,45 years old and over,UP_CI,7.1
Sweden,AMI 30 day mortality using unlinked data,Total,45 years old and over,AS_STD_RATE_CPAT,3.5
Sweden,AMI 30 day mortality using unlinked data,Total,45 years old and over,LOW_CI,3.2
Sweden,AMI 30 day mortality using unlinked data,Total,45 years old and over,UP_CI,3.7
Sweden,Hemorrhagic stroke 30 day mortality using linked data,Total,45 years old and over,AS_STD_RATE_CPAT,24.8
Sweden,Hemorrhagic stroke 30 day mortality using linked data,Total,45 years old and over,LOW_CI,23.6
Sweden,Hemorrhagic stroke 30 day mortality using linked data,Total,45 years old and over,UP_CI,25.9
Sweden,Hemorrhagic stroke 30 day mortality using unlinked data,Total,45 years old and over,AS_STD_RATE_CPAT,15.3
Sweden,Hemorrhagic stroke 30 day mortality using unlinked data,Total,45 years old and over,LOW_CI,14.4
Sweden,Hemorrhagic stroke 30 day mortality using unlinked data,Total,45 years old and over,UP_CI,16.1
Sweden,Ischemic stroke 30 day mortality using linked data,Total,45 years old and over,AS_STD_RATE_CPAT,9.8
Sweden,Ischemic stroke 30 day mortality using linked data,Total,45 years old and over,LOW_CI,9.4
Sweden,Ischemic stroke 30 day mortality using linked data,Total,45 years old and over,UP_CI,10.2
Sweden,Ischemic stroke 30 day mortality using unlinked data,Total,45 years old and over,AS_STD_RATE_CPAT,5.4
Sweden,Ischemic stroke 30 day mortality using unlinked data,Total,45 years old and over,LOW_CI,5.1
Sweden,Ischemic stroke 30 day mortality using unlinked data,Total,45 years old and over,UP_CI,5.7
United Kingdom,AMI 30 day mortality using linked data,Male,45 years old and over,AS_STD_RATE_CPAT,8.1
United Kingdom,AMI 30 day mortality using linked data,Male,45 years old and over,LOW_CI,7.8
United Kingdom,AMI 30 day mortality using linked data,Male,45 years old and over,UP_CI,8.3
United Kingdom,AMI 30 day mortality using unlinked data,Male,45 years old and over,AS_STD_RATE_CPAT,6.5
United Kingdom,AMI 30 day mortality using unlinked data,Male,45 years old and over,LOW_CI,6.3
United Kingdom,AMI 30 day mortality using unlinked data,Male,45 years old and over,UP_CI,6.7
United Kingdom,Hemorrhagic stroke 30 day mortality using linked data,Male,45 years old and over,AS_STD_RATE_CPAT,42.9
United Kingdom,Hemorrhagic stroke 30 day mortality using linked data,Male,45 years old and over,LOW_CI,42.1
United Kingdom,Hemorrhagic stroke 30 day mortality using linked data,Male,45 years old and over,UP_CI,43.8
United Kingdom,Hemorrhagic stroke 30 day mortality using unlinked data,Male,45 years old and over,AS_STD_RATE_CPAT,25.3
United Kingdom,Hemorrhagic stroke 30 day mortality using unlinked data,Male,45 years old and over,LOW_CI,24.5
United Kingdom,Hemorrhagic stroke 30 day mortality using unlinked data,Male,45 years old and over,UP_CI,26.1
United Kingdom,Ischemic stroke 30 day mortality using linked data,Male,45 years old and over,AS_STD_RATE_CPAT,11.0
United Kingdom,Ischemic stroke 30 day mortality using linked data,Male,45 years old and over,LOW_CI,10.6
United Kingdom,Ischemic stroke 30 day mortality using linked data,Male,45 years old and over,UP_CI,11.3
United Kingdom,Ischemic stroke 30 day mortality using unlinked data,Male,45 years old and over,AS_STD_RATE_CPAT,8.3
United Kingdom,Ischemic stroke 30 day mortality using unlinked data,Male,45 years old and over,LOW_CI,8.0
United Kingdom,Ischemic stroke 30 day mortality using unlinked data,Male,45 years old and over,UP_CI,8.5
United Kingdom,AMI 30 day mortality using linked data,Female,45 years old and over,AS_STD_RATE_CPAT,8.2
United Kingdom,AMI 30 day mortality using linked data,Female,45 years old and over,LOW_CI,7.9
United Kingdom,AMI 30 day mortality using linked data,Female,45 years old and over,UP_CI,8.5
United Kingdom,AMI 30 day mortality using unlinked data,Female,45 years old and over,AS_STD_RATE_CPAT,6.7
United Kingdom,AMI 30 day mortality using unlinked data,Female,45 years old and over,LOW_CI,6.5
United Kingdom,AMI 30 day mortality using unlinked data,Female,45 years old and over,UP_CI,7.0
United Kingdom,Hemorrhagic stroke 30 day mortality using linked data,Female,45 years old and over,AS_STD_RATE_CPAT,39.5
United Kingdom,Hemorrhagic stroke 30 day mortality using linked data,Female,45 years old and over,LOW_CI,38.6
United Kingdom,Hemorrhagic stroke 30 day mortality using linked data,Female,45 years old and over,UP_CI,40.4
United Kingdom,Hemorrhagic stroke 30 day mortality using unlinked data,Female,45 years old and over,AS_STD_RATE_CPAT,29.7
United Kingdom,Hemorrhagic stroke 30 day mortality using unlinked data,Female,45 years old and over,LOW_CI,28.8
United Kingdom,Hemorrhagic stroke 30 day mortality using unlinked data,Female,45 years old and over,UP_CI,30.5
United Kingdom,Ischemic stroke 30 day mortality using linked data,Female,45 years old and over,AS_STD_RATE_CPAT,12.8
United Kingdom,Ischemic stroke 30 day mortality using linked data,Female,45 years old and over,LOW_CI,12.5
United Kingdom,Ischemic stroke 30 day mortality using linked data,Female,45 years old and over,UP_CI,13.2
United Kingdom,Ischemic stroke 30 day mortality using unlinked data,Female,45 years old and over,AS_STD_RATE_CPAT,9.5
United Kingdom,Ischemic stroke 30 day mortality using unlinked data,Female,45 years old and over,LOW_CI,9.2
United Kingdom,Ischemic stroke 30 day mortality using unlinked data,Female,45 years old and over,UP_CI,9.7
United Kingdom,AMI 30 day mortality using linked data,Total,45 years old and over,AS_STD_RATE_CPAT,8.1
United Kingdom,AMI 30 day mortality using linked data,Total,45 years old and over,LOW_CI,7.9
United Kingdom,AMI 30 day mortality using linked data,Total,45 years old and over,UP_CI,8.3
United Kingdom,AMI 30 day mortality using unlinked data,Total,45 years old and over,AS_STD_RATE_CPAT,6.6
United Kingdom,AMI 30 day mortality using unlinked data,Total,45 years old and over,LOW_CI,6.4
United Kingdom,AMI 30 day mortality using unlinked data,Total,45 years old and over,UP_CI,6.7
United Kingdom,Hemorrhagic stroke 30 day mortality using linked data,Total,45 years old and over,AS_STD_RATE_CPAT,41.7
United Kingdom,Hemorrhagic stroke 30 day mortality using linked data,Total,45 years old and over,LOW_CI,41.1
United Kingdom,Hemorrhagic stroke 30 day mortality using linked data,Total,45 years old and over,UP_CI,42.3
United Kingdom,Hemorrhagic stroke 30 day mortality using unlinked data,Total,45 years old and over,AS_STD_RATE_CPAT,27.5
United Kingdom,Hemorrhagic stroke 30 day mortality using unlinked data,Total,45 years old and over,LOW_CI,26.9
United Kingdom,Hemorrhagic stroke 30 day mortality using unlinked data,Total,45 years old and over,UP_CI,28.1
United Kingdom,Ischemic stroke 30 day mortality using linked data,Total,45 years old and over,AS_STD_RATE_CPAT,12.0
United Kingdom,Ischemic stroke 30 day mortality using linked data,Total,45 years old and over,LOW_CI,11.8
United Kingdom,Ischemic stroke 30 day mortality using linked data,Total,45 years old and over,UP_CI,12.2
United Kingdom,Ischemic stroke 30 day mortality using unlinked data,Total,45 years old and over,AS_STD_RATE_CPAT,9.0
United Kingdom,Ischemic stroke 30 day mortality using unlinked data,Total,45 years old and over,LOW_CI,8.8
United Kingdom,Ischemic stroke 30 day mortality using unlinked data,Total,45 years old and over,UP_CI,9.2
Israel,AMI 30 day mortality using linked data,Male,45 years old and over,AS_STD_RATE_CPAT,6.7
Israel,AMI 30 day mortality using linked data,Male,45 years old and over,LOW_CI,6.1
Israel,AMI 30 day mortality using linked data,Male,45 years old and over,UP_CI,7.3
Israel,AMI 30 day mortality using unlinked data,Male,45 years old and over,AS_STD_RATE_CPAT,4.6
Israel,AMI 30 day mortality using unlinked data,Male,45 years old and over,LOW_CI,4.1
Israel,AMI 30 day mortality using unlinked data,Male,45 years old and over,UP_CI,5.1
Israel,Hemorrhagic stroke 30 day mortality using linked data,Male,45 years old and over,AS_STD_RATE_CPAT,20.8
Israel,Hemorrhagic stroke 30 day mortality using linked data,Male,45 years old and over,LOW_CI,18.5
Israel,Hemorrhagic stroke 30 day mortality using linked data,Male,45 years old and over,UP_CI,23.1
Israel,Hemorrhagic stroke 30 day mortality using unlinked data,Male,45 years old and over,AS_STD_RATE_CPAT,17.7
Israel,Hemorrhagic stroke 30 day mortality using unlinked data,Male,45 years old and over,LOW_CI,15.6
Israel,Hemorrhagic stroke 30 day mortality using unlinked data,Male,45 years old and over,UP_CI,19.8
Israel,Ischemic stroke 30 day mortality using linked data,Male,45 years old and over,AS_STD_RATE_CPAT,6.9
Israel,Ischemic stroke 30 day mortality using linked data,Male,45 years old and over,LOW_CI,6.1
Israel,Ischemic stroke 30 day mortality using linked data,Male,45 years old and over,UP_CI,7.6
Israel,Ischemic stroke 30 day mortality using unlinked data,Male,45 years old and over,AS_STD_RATE_CPAT,5.0
Israel,Ischemic stroke 30 day mortality using unlinked data,Male,45 years old and over,LOW_CI,4.3
Israel,Ischemic stroke 30 day mortality using unlinked data,Male,45 years old and over,UP_CI,5.6
Israel,AMI 30 day mortality using linked data,Female,45 years old and over,AS_STD_RATE_CPAT,7.8
Israel,AMI 30 day mortality using linked data,Female,45 years old and over,LOW_CI,6.9
Israel,AMI 30 day mortality using linked data,Female,45 years old and over,UP_CI,8.6
Israel,AMI 30 day mortality using unlinked data,Female,45 years old and over,AS_STD_RATE_CPAT,6.0
Israel,AMI 30 day mortality using unlinked data,Female,45 years old and over,LOW_CI,5.2
Israel,AMI 30 day mortality using unlinked data,Female,45 years old and over,UP_CI,6.7
Israel,Hemorrhagic stroke 30 day mortality using linked data,Female,45 years old and over,AS_STD_RATE_CPAT,26.9
Israel,Hemorrhagic stroke 30 day mortality using linked data,Female,45 years old and over,LOW_CI,24.0
Israel,Hemorrhagic stroke 30 day mortality using linked data,Female,45 years old and over,UP_CI,29.8
Israel,Hemorrhagic stroke 30 day mortality using unlinked data,Female,45 years old and over,AS_STD_RATE_CPAT,23.1
Israel,Hemorrhagic stroke 30 day mortality using unlinked data,Female,45 years old and over,LOW_CI,20.4
Israel,Hemorrhagic stroke 30 day mortality using unlinked data,Female,45 years old and over,UP_CI,25.8
Israel,Ischemic stroke 30 day mortality using linked data,Female,45 years old and over,AS_STD_RATE_CPAT,9.4
Israel,Ischemic stroke 30 day mortality using linked data,Female,45 years old and over,LOW_CI,8.6
Israel,Ischemic stroke 30 day mortality using linked data,Female,45 years old and over,UP_CI,10.2
Israel,Ischemic stroke 30 day mortality using unlinked data,Female,45 years old and over,AS_STD_RATE_CPAT,6.5
Israel,Ischemic stroke 30 day mortality using unlinked data,Female,45 years old and over,LOW_CI,5.8
Israel,Ischemic stroke 30 day mortality using unlinked data,Female,45 years old and over,UP_CI,7.2
Israel,AMI 30 day mortality using linked data,Total,45 years old and over,AS_STD_RATE_CPAT,7.3
Israel,AMI 30 day mortality using linked data,Total,45 years old and over,LOW_CI,6.8
Israel,AMI 30 day mortality using linked data,Total,45 years old and over,UP_CI,7.8
Israel,AMI 30 day mortality using unlinked data,Total,45 years old and over,AS_STD_RATE_CPAT,5.3
Israel,AMI 30 day mortality using unlinked data,Total,45 years old and over,LOW_CI,4.9
Israel,AMI 30 day mortality using unlinked data,Total,45 years old and over,UP_CI,5.7
Israel,Hemorrhagic stroke 30 day mortality using linked data,Total,45 years old and over,AS_STD_RATE_CPAT,23.9
Israel,Hemorrhagic stroke 30 day mortality using linked data,Total,45 years old and over,LOW_CI,22.0
Israel,Hemorrhagic stroke 30 day mortality using linked data,Total,45 years old and over,UP_CI,25.7
Israel,Hemorrhagic stroke 30 day mortality using unlinked data,Total,45 years old and over,AS_STD_RATE_CPAT,20.4
Israel,Hemorrhagic stroke 30 day mortality using unlinked data,Total,45 years old and over,LOW_CI,18.7
Israel,Hemorrhagic stroke 30 day mortality using unlinked data,Total,45 years old and over,UP_CI,22.2
Israel,Ischemic stroke 30 day mortality using linked data,Total,45 years old and over,AS_STD_RATE_CPAT,8.3
Israel,Ischemic stroke 30 day mortality using linked data,Total,45 years old and over,LOW_CI,7.7
Israel,Ischemic stroke 30 day mortality using linked data,Total,45 years old and over,UP_CI,8.8
Israel,Ischemic stroke 30 day mortality using unlinked data,Total,45 years old and over,AS_STD_RATE_CPAT,5.8
Israel,Ischemic stroke 30 day mortality using unlinked data,Total,45 years old and over,LOW_CI,5.4
Israel,Ischemic stroke 30 day mortality using unlinked data,Total,45 years old and over,UP_CI,6.3
Canada,Asthma hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,8.3
Canada,Asthma hospital admission,Male,15 years old and over,LOW_CI,7.8
Canada,Asthma hospital admission,Male,15 years old and over,UP_CI,8.7
Canada,Chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,224.6
Canada,Chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,LOW_CI,222.3
Canada,Chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,UP_CI,226.9
Canada,Congestive heart failure hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,194.3
Canada,Congestive heart failure hospital admission,Male,15 years old and over,LOW_CI,192.1
Canada,Congestive heart failure hospital admission,Male,15 years old and over,UP_CI,196.5
Canada,Diabetes hospital admission ,Male,15 years old and over,AS_STD_RATE_MPOP,116.9
Canada,Diabetes hospital admission ,Male,15 years old and over,LOW_CI,115.2
Canada,Diabetes hospital admission ,Male,15 years old and over,UP_CI,118.6
Canada,Diabetes lower extremity amputation using unlinked data,Male,15 years old and over,AS_STD_RATE_MPOP,10.6
Canada,Diabetes lower extremity amputation using unlinked data,Male,15 years old and over,LOW_CI,10.1
Canada,Diabetes lower extremity amputation using unlinked data,Male,15 years old and over,UP_CI,11.1
Canada,Diabetes lower extremity amputation using unlinked data,Male,15 years old and over,AS_STD_RATE_MDIAB,67.6
Canada,Diabetes lower extremity amputation using unlinked data,Male,15 years old and over,UP_CI_DIAB,73.0
Canada,Diabetes lower extremity amputation using unlinked data,Male,15 years old and over,LOW_CI_DIAB,62.1
Canada,Hypertension hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,12.3
Canada,Hypertension hospital admission,Male,15 years old and over,LOW_CI,11.8
Canada,Hypertension hospital admission,Male,15 years old and over,UP_CI,12.9
Canada,Asthma and chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,232.9
Canada,Asthma and chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,LOW_CI,230.1
Canada,Asthma and chronic obstructive pulmonary disease hospital admission,Male,15 years old and over,UP_CI,235.7
Canada,Congestive heart failure and hypertension hospital admission,Male,15 years old and over,AS_STD_RATE_MPOP,206.7
Canada,Congestive heart failure and hypertension hospital admission,Male,15 years old and over,LOW_CI,203.9
Canada,Congestive heart failure and hypertension hospital admission,Male,15 years old and over,UP_CI,209.4
Canada,Diabetes lower extremity amputation using linked data,Male,15 years old and over,AS_STD_RATE_MPOP,10.4
Canada,Diabetes lower extremity amputation using linked data,Male,15 years old and over,LOW_CI,9.9
Canada,Diabetes lower extremity amputation using linked data,Male,15 years old and over,UP_CI,10.9
Canada,Diabetes lower extremity amputation using linked data,Male,15 years old and over,AS_STD_RATE_MDIAB,67.0
Canada,Diabetes lower extremity amputation using linked data,Male,15 years old and over,UP_CI_DIAB,72.6
Canada,Diabetes lower extremity amputation using linked data,Male,15 years old and over,LOW_CI_DIAB,61.4
Canada,Asthma hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,18.5
Canada,Asthma hospital admission,Female,15 years old and over,LOW_CI,17.8
Canada,Asthma hospital admission,Female,15 years old and over,UP_CI,19.1
Canada,Chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,208.5
Canada,Chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,LOW_CI,206.5
Canada,Chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,UP_CI,210.6
Canada,Congestive heart failure hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,147.2
Canada,Congestive heart failure hospital admission,Female,15 years old and over,LOW_CI,145.5
Canada,Congestive heart failure hospital admission,Female,15 years old and over,UP_CI,148.9
Canada,Diabetes hospital admission ,Female,15 years old and over,AS_STD_RATE_MPOP,78.7
Canada,Diabetes hospital admission ,Female,15 years old and over,LOW_CI,77.4
Canada,Diabetes hospital admission ,Female,15 years old and over,UP_CI,80.1
Canada,Diabetes lower extremity amputation using unlinked data,Female,15 years old and over,AS_STD_RATE_MPOP,3.6
Canada,Diabetes lower extremity amputation using unlinked data,Female,15 years old and over,LOW_CI,3.3
Canada,Diabetes lower extremity amputation using unlinked data,Female,15 years old and over,UP_CI,3.8
Canada,Diabetes lower extremity amputation using unlinked data,Female,15 years old and over,AS_STD_RATE_MDIAB,31.1
Canada,Diabetes lower extremity amputation using unlinked data,Female,15 years old and over,UP_CI_DIAB,34.9
Canada,Diabetes lower extremity amputation using unlinked data,Female,15 years old and over,LOW_CI_DIAB,27.2
Canada,Hypertension hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,14.5
Canada,Hypertension hospital admission,Female,15 years old and over,LOW_CI,13.9
Canada,Hypertension hospital admission,Female,15 years old and over,UP_CI,15.0
Canada,Asthma and chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,227.0
Canada,Asthma and chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,LOW_CI,224.3
Canada,Asthma and chronic obstructive pulmonary disease hospital admission,Female,15 years old and over,UP_CI,229.7
Canada,Congestive heart failure and hypertension hospital admission,Female,15 years old and over,AS_STD_RATE_MPOP,161.7
Canada,Congestive heart failure and hypertension hospital admission,Female,15 years old and over,LOW_CI,159.4
Canada,Congestive heart failure and hypertension hospital admission,Female,15 years old and over,UP_CI,163.9
Canada,Diabetes lower extremity amputation using linked data,Female,15 years old and over,AS_STD_RATE_MPOP,3.6
Canada,Diabetes lower extremity amputation using linked data,Female,15 years old and over,LOW_CI,3.3
Canada,Diabetes lower extremity amputation using linked data,Female,15 years old and over,UP_CI,3.8
Canada,Diabetes lower extremity amputation using linked data,Female,15 years old and over,AS_STD_RATE_MDIAB,31.8
Canada,Diabetes lower extremity amputation using linked data,Female,15 years old and over,UP_CI_DIAB,35.9
Canada,Diabetes lower extremity amputation using linked data,Female,15 years old and over,LOW_CI_DIAB,27.8
Canada,Asthma hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,13.7
Canada,Asthma hospital admission,Total,15 years old and over,LOW_CI,13.3
Canada,Asthma hospital admission,Total,15 years old and over,UP_CI,14.1
Canada,Chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,213.1
Canada,Chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,LOW_CI,211.6
Canada,Chronic obstructive pulmonary disease hospital admission,Total,15 years old and over,UP_CI,214.7
Canada,Congestive heart failure hospital admission,Total,15 years old and over,AS_STD_RATE_MPOP,167.6
Canada,Congestive heart failure hospital admission,Total,15 years old and over,LOW_CI,166.2
Canada,Congestive heart failure hospital admission,Total,15 years old and over,UP_CI,168.9
Canada,Diabetes hospital admission ,Total,15 years old and over,AS_STD_RATE_MPOP,96.0
Canada,Diabetes hospital admission ,Total,15 years old and over,LOW_CI,95.0
Canada,Diabetes hospital admission ,Total,15 years old and over,UP_CI,97.1
Canada,Diabetes lower extremity amputation using unlinked data,Total,15 years old and over,AS_STD_RATE_MPOP,6.9
Canada,Diabetes lower extremity amputation using unlinked data,Total,15 years old and over,LOW_CI,6.6
Canada,Diabetes lower extremity amputation using unlinked data,Total,15 years old and over,UP_CI,7.1
Canada,Diabetes lower extremity amputation using unlinked data,Total,15 years old and over,AS_STD_RATE_MDIAB,50.3
