Variable,Measure,Country,Value
Intervertebral disc disorders,Days,Israel,4.4
Dorsalgia,Days,Canada,7.8
Dorsalgia,Days,France,4.9
Dorsalgia,Days,Italy,6.8
Dorsalgia,Days,Netherlands,3.9
Dorsalgia,Days,Norway,2.9
Dorsalgia,Days,Sweden,4.0
Dorsalgia,Days,Switzerland,10.1
Dorsalgia,Days,Israel,3.9
Soft tissue disorders,Days,Canada,10.5
Soft tissue disorders,Days,France,3.2
Soft tissue disorders,Days,Italy,5.6
Soft tissue disorders,Days,Netherlands,3.0
Soft tissue disorders,Days,Norway,3.2
Soft tissue disorders,Days,Sweden,4.2
Soft tissue disorders,Days,Switzerland,4.5
Soft tissue disorders,Days,Israel,5.2
Other disorders of the musculoskeletal system and connective tissue,Days,Canada,12.8
Other disorders of the musculoskeletal system and connective tissue,Days,France,9.1
Other disorders of the musculoskeletal system and connective tissue,Days,Italy,5.3
Other disorders of the musculoskeletal system and connective tissue,Days,Netherlands,5.2
Other disorders of the musculoskeletal system and connective tissue,Days,Norway,6.4
Other disorders of the musculoskeletal system and connective tissue,Days,Sweden,5.4
Other disorders of the musculoskeletal system and connective tissue,Days,Switzerland,9.1
Other disorders of the musculoskeletal system and connective tissue,Days,Israel,7.1
Diseases of the genitourinary system,Days,Canada,5.4
Diseases of the genitourinary system,Days,France,4.6
Diseases of the genitourinary system,Days,Italy,5.7
Diseases of the genitourinary system,Days,Netherlands,3.7
Diseases of the genitourinary system,Days,Norway,3.5
Diseases of the genitourinary system,Days,Sweden,4.1
Diseases of the genitourinary system,Days,Switzerland,4.1
Diseases of the genitourinary system,Days,Israel,4.0
Glomerular and renal tubulo-interstitial diseases,Days,Canada,5.2
Glomerular and renal tubulo-interstitial diseases,Days,France,5.7
Glomerular and renal tubulo-interstitial diseases,Days,Italy,6.4
Glomerular and renal tubulo-interstitial diseases,Days,Netherlands,4.3
Glomerular and renal tubulo-interstitial diseases,Days,Norway,4.4
Glomerular and renal tubulo-interstitial diseases,Days,Sweden,4.2
Glomerular and renal tubulo-interstitial diseases,Days,Switzerland,4.5
Glomerular and renal tubulo-interstitial diseases,Days,Israel,4.4
Renal failure,Days,Canada,9.9
Renal failure,Days,France,9.5
Renal failure,Days,Italy,10.0
Renal failure,Days,Netherlands,6.9
Renal failure,Days,Norway,5.6
Renal failure,Days,Sweden,6.4
Renal failure,Days,Switzerland,8.6
Renal failure,Days,Israel,7.6
Urolithiasis,Days,Canada,2.3
Urolithiasis,Days,France,2.0
Urolithiasis,Days,Italy,3.8
Urolithiasis,Days,Netherlands,1.9
Urolithiasis,Days,Norway,2.1
Urolithiasis,Days,Sweden,2.3
Urolithiasis,Days,Switzerland,2.3
Urolithiasis,Days,Israel,2.2
Other diseases of the urinary system,Days,Canada,7.8
Other diseases of the urinary system,Days,France,5.7
Other diseases of the urinary system,Days,Italy,6.7
Other diseases of the urinary system,Days,Netherlands,5.7
Other diseases of the urinary system,Days,Norway,3.8
Other diseases of the urinary system,Days,Sweden,4.9
Other diseases of the urinary system,Days,Switzerland,5.4
Other diseases of the urinary system,Days,Israel,5.4
Hyperplasia of prostate,Days,Canada,2.1
Hyperplasia of prostate,Days,France,4.0
Hyperplasia of prostate,Days,Italy,4.6
Hyperplasia of prostate,Days,Netherlands,2.0
Hyperplasia of prostate,Days,Norway,2.1
Hyperplasia of prostate,Days,Sweden,1.8
Hyperplasia of prostate,Days,Switzerland,4.1
Hyperplasia of prostate,Days,Israel,4.0
Other diseases of Male genital organs,Days,Canada,5.2
Other diseases of Male genital organs,Days,France,5.4
Other diseases of Male genital organs,Days,Italy,3.2
Other diseases of Male genital organs,Days,Netherlands,3.0
Other diseases of Male genital organs,Days,Norway,2.6
Other diseases of Male genital organs,Days,Sweden,3.0
Other diseases of Male genital organs,Days,Switzerland,3.6
Other diseases of Male genital organs,Days,Israel,2.9
Disorders of breast,Days,Canada,1.9
Disorders of breast,Days,France,2.1
Disorders of breast,Days,Italy,2.2
Disorders of breast,Days,Netherlands,1.3
Disorders of breast,Days,Norway,1.7
Disorders of breast,Days,Sweden,1.7
Disorders of breast,Days,Switzerland,2.4
Disorders of breast,Days,Israel,2.1
Inflammatory diseases of Female pelvic organs,Days,Canada,4.1
Inflammatory diseases of Female pelvic organs,Days,France,3.2
Inflammatory diseases of Female pelvic organs,Days,Italy,4.0
Inflammatory diseases of Female pelvic organs,Days,Netherlands,3.6
Inflammatory diseases of Female pelvic organs,Days,Norway,3.1
Inflammatory diseases of Female pelvic organs,Days,Sweden,3.2
Inflammatory diseases of Female pelvic organs,Days,Switzerland,3.4
Inflammatory diseases of Female pelvic organs,Days,Israel,3.1
"Menstrual, menopausal and Other Female genital conditions",Days,Canada,1.7
"Menstrual, menopausal and Other Female genital conditions",Days,France,2.3
"Menstrual, menopausal and Other Female genital conditions",Days,Italy,2.9
"Menstrual, menopausal and Other Female genital conditions",Days,Netherlands,1.6
"Menstrual, menopausal and Other Female genital conditions",Days,Norway,1.8
"Menstrual, menopausal and Other Female genital conditions",Days,Sweden,1.6
"Menstrual, menopausal and Other Female genital conditions",Days,Switzerland,2.4
"Menstrual, menopausal and Other Female genital conditions",Days,Israel,2.1
Other disorders of the genitourinary system,Days,Canada,2.2
Other disorders of the genitourinary system,Days,France,2.7
Other disorders of the genitourinary system,Days,Italy,3.2
Other disorders of the genitourinary system,Days,Netherlands,1.8
Other disorders of the genitourinary system,Days,Norway,1.9
Other disorders of the genitourinary system,Days,Sweden,2.1
Other disorders of the genitourinary system,Days,Switzerland,3.0
Other disorders of the genitourinary system,Days,Israel,2.3
"Pregnancy, childbirth and the puerperium",Days,Canada,2.2
"Pregnancy, childbirth and the puerperium",Days,France,4.3
"Pregnancy, childbirth and the puerperium",Days,Italy,3.9
"Pregnancy, childbirth and the puerperium",Days,Netherlands,2.6
"Pregnancy, childbirth and the puerperium",Days,Norway,2.4
"Pregnancy, childbirth and the puerperium",Days,Sweden,2.5
"Pregnancy, childbirth and the puerperium",Days,Switzerland,4.0
"Pregnancy, childbirth and the puerperium",Days,Israel,3.2
Medical abortion,Days,Canada,1.6
Medical abortion,Days,France,1.8
Medical abortion,Days,Italy,1.8
Medical abortion,Days,Netherlands,1.3
Medical abortion,Days,Norway,1.3
Medical abortion,Days,Sweden,1.3
Medical abortion,Days,Switzerland,1.6
Medical abortion,Days,Israel,2.0
Other pregnancy with abortive outcome,Days,Canada,1.4
Other pregnancy with abortive outcome,Days,France,1.6
Other pregnancy with abortive outcome,Days,Italy,2.0
Other pregnancy with abortive outcome,Days,Netherlands,1.3
Other pregnancy with abortive outcome,Days,Norway,1.4
Other pregnancy with abortive outcome,Days,Sweden,1.4
Other pregnancy with abortive outcome,Days,Switzerland,1.7
Other pregnancy with abortive outcome,Days,Israel,1.8
Complications of pregnancy in the antenatal period,Days,Canada,2.5
Complications of pregnancy in the antenatal period,Days,France,4.6
Complications of pregnancy in the antenatal period,Days,Italy,4.5
Complications of pregnancy in the antenatal period,Days,Netherlands,2.8
Complications of pregnancy in the antenatal period,Days,Norway,2.8
Complications of pregnancy in the antenatal period,Days,Sweden,2.4
Complications of pregnancy in the antenatal period,Days,Switzerland,4.5
Complications of pregnancy in the antenatal period,Days,Israel,3.5
Complications of pregnancy predominantly during labour and delivery,Days,Canada,2.1
Complications of pregnancy predominantly during labour and delivery,Days,France,4.8
Complications of pregnancy predominantly during labour and delivery,Days,Italy,3.6
Complications of pregnancy predominantly during labour and delivery,Days,Netherlands,2.4
Complications of pregnancy predominantly during labour and delivery,Days,Norway,3.3
Complications of pregnancy predominantly during labour and delivery,Days,Sweden,1.8
Complications of pregnancy predominantly during labour and delivery,Days,Switzerland,3.9
Complications of pregnancy predominantly during labour and delivery,Days,Israel,3.1
Single spontaneous delivery,Days,Canada,1.5
Single spontaneous delivery,Days,France,3.9
Single spontaneous delivery,Days,Italy,3.4
Single spontaneous delivery,Days,Netherlands,1.4
Single spontaneous delivery,Days,Sweden,2.3
Single spontaneous delivery,Days,Switzerland,3.0
Single spontaneous delivery,Days,Israel,2.9
Other delivery,Days,Italy,4.4
Other delivery,Days,Netherlands,2.4
Other delivery,Days,Sweden,3.6
Other delivery,Days,Switzerland,4.2
Other delivery,Days,Israel,4.1
Complications predominantly related to the puerperium,Days,Canada,3.2
Complications predominantly related to the puerperium,Days,France,3.9
Complications predominantly related to the puerperium,Days,Italy,5.1
Complications predominantly related to the puerperium,Days,Netherlands,2.8
Complications predominantly related to the puerperium,Days,Norway,2.9
Complications predominantly related to the puerperium,Days,Sweden,2.7
Complications predominantly related to the puerperium,Days,Switzerland,3.6
Complications predominantly related to the puerperium,Days,Israel,3.5
Other obstetric conditions,Days,Canada,2.8
Other obstetric conditions,Days,France,3.7
Other obstetric conditions,Days,Italy,4.4
Other obstetric conditions,Days,Netherlands,2.2
Other obstetric conditions,Days,Norway,2.6
Other obstetric conditions,Days,Sweden,2.7
Other obstetric conditions,Days,Switzerland,3.8
Other obstetric conditions,Days,Israel,3.2
Certain conditions originating in the perinatal period,Days,Canada,7.5
Certain conditions originating in the perinatal period,Days,France,11.0
Certain conditions originating in the perinatal period,Days,Italy,9.4
Certain conditions originating in the perinatal period,Days,Netherlands,4.3
Certain conditions originating in the perinatal period,Days,Norway,9.5
Certain conditions originating in the perinatal period,Days,Sweden,9.3
Certain conditions originating in the perinatal period,Days,Switzerland,6.1
Certain conditions originating in the perinatal period,Days,Israel,4.9
Disorders related to short gestation and low birthweight,Days,Canada,21.4
Disorders related to short gestation and low birthweight,Days,France,19.2
Disorders related to short gestation and low birthweight,Days,Italy,15.9
Disorders related to short gestation and low birthweight,Days,Netherlands,14.9
Disorders related to short gestation and low birthweight,Days,Norway,20.5
Disorders related to short gestation and low birthweight,Days,Sweden,19.1
Disorders related to short gestation and low birthweight,Days,Switzerland,7.6
Disorders related to short gestation and low birthweight,Days,Israel,6.5
Other conditions originating in the perinatal period,Days,Canada,4.2
Other conditions originating in the perinatal period,Days,France,7.7
Other conditions originating in the perinatal period,Days,Italy,7.1
Other conditions originating in the perinatal period,Days,Netherlands,2.6
Other conditions originating in the perinatal period,Days,Norway,5.1
Other conditions originating in the perinatal period,Days,Sweden,4.9
Other conditions originating in the perinatal period,Days,Switzerland,5.9
Other conditions originating in the perinatal period,Days,Israel,4.5
"Congenital malformations, deformations and chromosomal abnormalities",Days,Canada,8.0
"Congenital malformations, deformations and chromosomal abnormalities",Days,France,5.5
"Congenital malformations, deformations and chromosomal abnormalities",Days,Italy,5.4
"Congenital malformations, deformations and chromosomal abnormalities",Days,Netherlands,6.0
"Congenital malformations, deformations and chromosomal abnormalities",Days,Norway,4.6
"Congenital malformations, deformations and chromosomal abnormalities",Days,Sweden,5.6
"Congenital malformations, deformations and chromosomal abnormalities",Days,Switzerland,6.1
"Congenital malformations, deformations and chromosomal abnormalities",Days,Israel,5.1
"Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.",Days,Canada,7.2
"Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.",Days,France,5.0
"Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.",Days,Italy,7.9
"Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.",Days,Netherlands,3.1
"Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.",Days,Norway,2.2
"Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.",Days,Sweden,3.1
"Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.",Days,Switzerland,7.4
"Symptoms, signs and abnormal clinical and laboratory findings, n.e.c.",Days,Israel,4.6
Pain in throat and chest,Days,Canada,2.9
Pain in throat and chest,Days,France,1.6
Pain in throat and chest,Days,Italy,3.3
Pain in throat and chest,Days,Netherlands,1.8
Pain in throat and chest,Days,Norway,1.4
Pain in throat and chest,Days,Sweden,1.8
Pain in throat and chest,Days,Switzerland,2.2
Pain in throat and chest,Days,Israel,2.1
Abdominal and pelvic Pain,Days,Canada,3.5
Abdominal and pelvic Pain,Days,France,2.1
Abdominal and pelvic Pain,Days,Italy,4.1
Abdominal and pelvic Pain,Days,Netherlands,2.4
Abdominal and pelvic Pain,Days,Norway,1.7
Abdominal and pelvic Pain,Days,Sweden,2.3
Abdominal and pelvic Pain,Days,Switzerland,2.9
Abdominal and pelvic Pain,Days,Israel,2.4
Unknown and unspecified causes of morbidity,Days,Canada,2.7
Unknown and unspecified causes of morbidity,Days,France,21.2
Unknown and unspecified causes of morbidity,Days,Italy,5.2
Unknown and unspecified causes of morbidity,Days,Netherlands,2.0
Unknown and unspecified causes of morbidity,Days,Norway,3.5
Unknown and unspecified causes of morbidity,Days,Sweden,6.2
Unknown and unspecified causes of morbidity,Days,Switzerland,80.0
Unknown and unspecified causes of morbidity,Days,Israel,16.7
"Other symptoms, signs and abnormal clinical and laboratory findings",Days,Canada,8.1
"Other symptoms, signs and abnormal clinical and laboratory findings",Days,France,4.2
"Other symptoms, signs and abnormal clinical and laboratory findings",Days,Italy,9.0
"Other symptoms, signs and abnormal clinical and laboratory findings",Days,Netherlands,3.5
"Other symptoms, signs and abnormal clinical and laboratory findings",Days,Norway,2.6
"Other symptoms, signs and abnormal clinical and laboratory findings",Days,Sweden,3.4
"Other symptoms, signs and abnormal clinical and laboratory findings",Days,Switzerland,7.1
"Other symptoms, signs and abnormal clinical and laboratory findings",Days,Israel,4.0
"Injury, poisoning and other consequences of external causes",Days,Canada,9.0
"Injury, poisoning and other consequences of external causes",Days,France,5.4
"Injury, poisoning and other consequences of external causes",Days,Italy,10.1
"Injury, poisoning and other consequences of external causes",Days,Netherlands,5.3
"Injury, poisoning and other consequences of external causes",Days,Norway,4.2
"Injury, poisoning and other consequences of external causes",Days,Sweden,4.9
"Injury, poisoning and other consequences of external causes",Days,Switzerland,7.0
"Injury, poisoning and other consequences of external causes",Days,Israel,6.1
Intracranial injury,Days,Canada,12.0
Intracranial injury,Days,France,5.1
Intracranial injury,Days,Italy,9.9
Intracranial injury,Days,Netherlands,5.9
Intracranial injury,Days,Norway,2.6
Intracranial injury,Days,Sweden,4.8
Intracranial injury,Days,Switzerland,5.2
Intracranial injury,Days,Israel,8.0
Other injuries to the head,Days,Canada,4.5
Other injuries to the head,Days,France,2.8
Other injuries to the head,Days,Italy,4.4
Other injuries to the head,Days,Netherlands,2.6
Other injuries to the head,Days,Norway,2.1
Other injuries to the head,Days,Sweden,2.7
Other injuries to the head,Days,Switzerland,3.1
Other injuries to the head,Days,Israel,2.8
Fracture of forearm,Days,Canada,4.6
Fracture of forearm,Days,France,2.6
Fracture of forearm,Days,Italy,3.9
Fracture of forearm,Days,Netherlands,2.1
Fracture of forearm,Days,Norway,2.1
Fracture of forearm,Days,Sweden,2.5
Fracture of forearm,Days,Switzerland,3.6
Fracture of forearm,Days,Israel,2.8
Fracture of femur,Days,Canada,13.1
Fracture of femur,Days,France,9.2
Fracture of femur,Days,Italy,13.0
Fracture of femur,Days,Netherlands,7.6
Fracture of femur,Days,Norway,5.9
Fracture of femur,Days,Sweden,7.0
Fracture of femur,Days,Switzerland,14.0
Fracture of femur,Days,Israel,11.9
"Fracture of lower leg, including ankle",Days,Canada,7.2
"Fracture of lower leg, including ankle",Days,France,5.0
"Fracture of lower leg, including ankle",Days,Italy,7.5
"Fracture of lower leg, including ankle",Days,Netherlands,4.2
"Fracture of lower leg, including ankle",Days,Norway,5.4
"Fracture of lower leg, including ankle",Days,Sweden,4.7
"Fracture of lower leg, including ankle",Days,Switzerland,8.6
"Fracture of lower leg, including ankle",Days,Israel,6.2
Other injuries,Days,Canada,9.4
Other injuries,Days,France,5.5
Other injuries,Days,Italy,6.3
Other injuries,Days,Netherlands,5.2
Other injuries,Days,Norway,3.6
Other injuries,Days,Sweden,4.7
Other injuries,Days,Switzerland,6.3
Other injuries,Days,Israel,4.6
Burns and corrosions,Days,Canada,11.5
Burns and corrosions,Days,France,10.5
Burns and corrosions,Days,Italy,14.9
Burns and corrosions,Days,Netherlands,8.8
Burns and corrosions,Days,Norway,6.5
Burns and corrosions,Days,Sweden,7.4
Burns and corrosions,Days,Switzerland,8.2
Burns and corrosions,Days,Israel,7.9
"Poisonings by drugs, medicaments, and biological substances and toxic effects",Days,Canada,4.3
"Poisonings by drugs, medicaments, and biological substances and toxic effects",Days,France,2.5
"Poisonings by drugs, medicaments, and biological substances and toxic effects",Days,Italy,6.1
"Poisonings by drugs, medicaments, and biological substances and toxic effects",Days,Netherlands,2.6
"Poisonings by drugs, medicaments, and biological substances and toxic effects",Days,Norway,1.8
"Poisonings by drugs, medicaments, and biological substances and toxic effects",Days,Sweden,2.3
"Poisonings by drugs, medicaments, and biological substances and toxic effects",Days,Switzerland,1.7
"Poisonings by drugs, medicaments, and biological substances and toxic effects",Days,Israel,2.3
"Complications of Surgical and medical care, n.e.c.",Days,Canada,8.6
"Complications of Surgical and medical care, n.e.c.",Days,France,6.7
"Complications of Surgical and medical care, n.e.c.",Days,Italy,9.0
"Complications of Surgical and medical care, n.e.c.",Days,Netherlands,6.1
"Complications of Surgical and medical care, n.e.c.",Days,Norway,5.8
"Complications of Surgical and medical care, n.e.c.",Days,Sweden,5.9
"Complications of Surgical and medical care, n.e.c.",Days,Switzerland,7.8
"Complications of Surgical and medical care, n.e.c.",Days,Israel,8.5
"Sequelae of injuries, of poisoning and of Other external causes",Days,Canada,0.0
"Sequelae of injuries, of poisoning and of Other external causes",Days,Italy,22.7
"Sequelae of injuries, of poisoning and of Other external causes",Days,Netherlands,3.7
"Sequelae of injuries, of poisoning and of Other external causes",Days,Norway,3.7
"Sequelae of injuries, of poisoning and of Other external causes",Days,Sweden,3.9
"Sequelae of injuries, of poisoning and of Other external causes",Days,Switzerland,24.8
"Sequelae of injuries, of poisoning and of Other external causes",Days,Israel,10.6
Other and unspecified effects of external causes,Days,Canada,4.1
Other and unspecified effects of external causes,Days,France,2.4
Other and unspecified effects of external causes,Days,Italy,12.1
Other and unspecified effects of external causes,Days,Netherlands,2.6
Other and unspecified effects of external causes,Days,Norway,1.6
Other and unspecified effects of external causes,Days,Sweden,1.9
Other and unspecified effects of external causes,Days,Switzerland,2.7
Other and unspecified effects of external causes,Days,Israel,5.5
Factors influencing health status and contact with health services,Days,Canada,13.0
Factors influencing health status and contact with health services,Days,France,14.8
Factors influencing health status and contact with health services,Days,Italy,6.6
Factors influencing health status and contact with health services,Days,Netherlands,2.8
Factors influencing health status and contact with health services,Days,Norway,4.1
Factors influencing health status and contact with health services,Days,Sweden,6.6
Factors influencing health status and contact with health services,Days,Switzerland,4.6
Factors influencing health status and contact with health services,Days,Israel,6.1
Medical observation and evaluation for suspected diseases and conditions,Days,Canada,2.7
Medical observation and evaluation for suspected diseases and conditions,Days,France,7.4
Medical observation and evaluation for suspected diseases and conditions,Days,Italy,4.4
Medical observation and evaluation for suspected diseases and conditions,Days,Netherlands,2.2
Medical observation and evaluation for suspected diseases and conditions,Days,Norway,3.4
Medical observation and evaluation for suspected diseases and conditions,Days,Sweden,4.8
Medical observation and evaluation for suspected diseases and conditions,Days,Switzerland,2.0
Medical observation and evaluation for suspected diseases and conditions,Days,Israel,3.4
Contraceptive management,Days,Canada,1.3
Contraceptive management,Days,France,1.3
Contraceptive management,Days,Italy,1.3
Contraceptive management,Days,Netherlands,1.1
Contraceptive management,Days,Norway,1.7
Contraceptive management,Days,Sweden,1.3
Contraceptive management,Days,Switzerland,1.6
Contraceptive management,Days,Israel,1.8
Liveborn infants according to place of birth,Days,France,3.6
Liveborn infants according to place of birth,Days,Italy,3.3
Liveborn infants according to place of birth,Days,Netherlands,1.3
Liveborn infants according to place of birth,Days,Norway,2.8
Liveborn infants according to place of birth,Days,Sweden,7.4
Liveborn infants according to place of birth,Days,Switzerland,3.3
Liveborn infants according to place of birth,Days,Israel,3.5
Other medical care (including radiotherapy and chemotherapy sessions),Days,Canada,10.7
Other medical care (including radiotherapy and chemotherapy sessions),Days,France,16.4
Other medical care (including radiotherapy and chemotherapy sessions),Days,Italy,6.3
Other medical care (including radiotherapy and chemotherapy sessions),Days,Netherlands,4.1
Other medical care (including radiotherapy and chemotherapy sessions),Days,Norway,5.2
Other medical care (including radiotherapy and chemotherapy sessions),Days,Sweden,4.6
Other medical care (including radiotherapy and chemotherapy sessions),Days,Switzerland,3.6
Other medical care (including radiotherapy and chemotherapy sessions),Days,Israel,6.7
Other factors influencing Health status and contact with Health services,Days,Canada,14.7
Other factors influencing Health status and contact with Health services,Days,France,18.9
Other factors influencing Health status and contact with Health services,Days,Italy,11.5
Other factors influencing Health status and contact with Health services,Days,Netherlands,3.3
Other factors influencing Health status and contact with Health services,Days,Norway,5.1
Other factors influencing Health status and contact with Health services,Days,Sweden,4.8
Other factors influencing Health status and contact with Health services,Days,Switzerland,12.3
Other factors influencing Health status and contact with Health services,Days,Israel,16.0
Curative care bed-days,Number per capita,Canada,0.6
Curative care bed-days,Number per capita,France,0.9
Curative care bed-days,Number per capita,Italy,0.7
Curative care bed-days,Number per capita,Netherlands,0.4
Curative care bed-days,Number per capita,Switzerland,1.1
Curative care bed-days,Number per capita,United Kingdom,0.8
Curative care bed-days,Number per capita,Israel,0.8
Curative care occupancy rate,% of available beds,Canada,91.6
Curative care occupancy rate,% of available beds,France,78.9
Curative care occupancy rate,% of available beds,Italy,78.1
Curative care occupancy rate,% of available beds,Japan,76.1
Curative care occupancy rate,% of available beds,Netherlands,63.4
Curative care occupancy rate,% of available beds,Norway,79.9
Curative care occupancy rate,% of available beds,Switzerland,81.3
Curative care occupancy rate,% of available beds,Israel,90.7
"Cervical cancer screening, programme data",% of females aged 20-69 screened,Australia,46.3
"Cervical cancer screening, programme data",% of females aged 20-69 screened,France,59.5
"Cervical cancer screening, programme data",% of females aged 20-69 screened,Italy,38.5
"Cervical cancer screening, programme data",% of females aged 20-69 screened,Netherlands,56.0
"Cervical cancer screening, programme data",% of females aged 20-69 screened,New Zealand,72.3
"Cervical cancer screening, programme data",% of females aged 20-69 screened,Sweden,79.4
"Cervical cancer screening, programme data",% of females aged 20-69 screened,United Kingdom,74.4
"Cervical cancer screening, programme data",% of females aged 20-69 screened,Israel,53.9
"Cervical cancer screening, survey data",% of females aged 20-69 screened,Italy,80.6
"Cervical cancer screening, survey data",% of females aged 20-69 screened,Japan,43.7
"Cervical cancer screening, survey data",% of females aged 20-69 screened,Netherlands,60.0
"Cervical cancer screening, survey data",% of females aged 20-69 screened,United States,72.6
"Cervical cancer screening, survey data",% of females aged 20-69 screened,Israel,63.1
"Breast cancer screening, programme data",% of females aged 50-69 screened,Australia,54.5
"Breast cancer screening, programme data",% of females aged 50-69 screened,France,48.8
"Breast cancer screening, programme data",% of females aged 50-69 screened,Italy,60.7
"Breast cancer screening, programme data",% of females aged 50-69 screened,Netherlands,76.1
"Breast cancer screening, programme data",% of females aged 50-69 screened,New Zealand,71.5
"Breast cancer screening, programme data",% of females aged 50-69 screened,Norway,71.6
"Breast cancer screening, programme data",% of females aged 50-69 screened,United Kingdom,75.1
"Breast cancer screening, programme data",% of females aged 50-69 screened,Israel,72.1
"Breast cancer screening, survey data",% of females aged 50-69 screened,Italy,75.1
"Breast cancer screening, survey data",% of females aged 50-69 screened,Japan,44.6
"Breast cancer screening, survey data",% of females aged 50-69 screened,Netherlands,77.1
"Breast cancer screening, survey data",% of females aged 50-69 screened,United States,76.5
"Breast cancer screening, survey data",% of females aged 50-69 screened,Israel,83.9
Infectious and parasitic diseases,Number,Canada,84104.0
Infectious and parasitic diseases,Per 100 000 population,Canada,223.7
Infectious and parasitic diseases,Number,France,218027.0
Infectious and parasitic diseases,Per 100 000 population,France,324.2
Infectious and parasitic diseases,Number,Italy,133217.0
Infectious and parasitic diseases,Per 100 000 population,Italy,223.0
Infectious and parasitic diseases,Number,Netherlands,33551.0
Infectious and parasitic diseases,Per 100 000 population,Netherlands,193.4
Infectious and parasitic diseases,Number,Norway,18874.0
Infectious and parasitic diseases,Per 100 000 population,Norway,352.9
Infectious and parasitic diseases,Number,Sweden,41669.0
Infectious and parasitic diseases,Per 100 000 population,Sweden,405.4
Infectious and parasitic diseases,Number,Switzerland,40177.0
Infectious and parasitic diseases,Per 100 000 population,Switzerland,468.5
Infectious and parasitic diseases,Number,Israel,23575.0
Infectious and parasitic diseases,Per 100 000 population,Israel,260.4
Intestinal infectious diseases except diarrhoea,Number,Canada,15363.0
Intestinal infectious diseases except diarrhoea,Per 100 000 population,Canada,40.9
Intestinal infectious diseases except diarrhoea,Number,France,41307.0
Intestinal infectious diseases except diarrhoea,Per 100 000 population,France,61.4
Intestinal infectious diseases except diarrhoea,Number,Italy,12359.0
Intestinal infectious diseases except diarrhoea,Per 100 000 population,Italy,20.7
Intestinal infectious diseases except diarrhoea,Number,Netherlands,6401.0
Intestinal infectious diseases except diarrhoea,Per 100 000 population,Netherlands,36.9
Intestinal infectious diseases except diarrhoea,Number,Norway,2774.0
Intestinal infectious diseases except diarrhoea,Per 100 000 population,Norway,51.9
Intestinal infectious diseases except diarrhoea,Number,Sweden,4572.0
Intestinal infectious diseases except diarrhoea,Per 100 000 population,Sweden,44.5
Intestinal infectious diseases except diarrhoea,Number,Switzerland,7646.0
Intestinal infectious diseases except diarrhoea,Per 100 000 population,Switzerland,89.2
Intestinal infectious diseases except diarrhoea,Number,Israel,3448.0
Intestinal infectious diseases except diarrhoea,Per 100 000 population,Israel,38.1
Diarrhoea and gastroenteritis of presumed infectious origin,Number,Canada,13191.0
Diarrhoea and gastroenteritis of presumed infectious origin,Per 100 000 population,Canada,35.1
Diarrhoea and gastroenteritis of presumed infectious origin,Number,France,58705.0
Diarrhoea and gastroenteritis of presumed infectious origin,Per 100 000 population,France,87.3
Diarrhoea and gastroenteritis of presumed infectious origin,Number,Italy,10454.0
Diarrhoea and gastroenteritis of presumed infectious origin,Per 100 000 population,Italy,17.5
Diarrhoea and gastroenteritis of presumed infectious origin,Number,Netherlands,6370.0
Diarrhoea and gastroenteritis of presumed infectious origin,Per 100 000 population,Netherlands,36.7
Diarrhoea and gastroenteritis of presumed infectious origin,Number,Norway,2501.0
Diarrhoea and gastroenteritis of presumed infectious origin,Per 100 000 population,Norway,46.8
Diarrhoea and gastroenteritis of presumed infectious origin,Number,Sweden,4384.0
Diarrhoea and gastroenteritis of presumed infectious origin,Per 100 000 population,Sweden,42.7
Diarrhoea and gastroenteritis of presumed infectious origin,Number,Switzerland,5319.0
Diarrhoea and gastroenteritis of presumed infectious origin,Per 100 000 population,Switzerland,62.0
Diarrhoea and gastroenteritis of presumed infectious origin,Number,Israel,3257.0
Diarrhoea and gastroenteritis of presumed infectious origin,Per 100 000 population,Israel,36.0
Tuberculosis,Number,Canada,1089.0
Tuberculosis,Per 100 000 population,Canada,2.9
Tuberculosis,Number,France,6425.0
Tuberculosis,Per 100 000 population,France,9.6
Tuberculosis,Number,Italy,4358.0
Tuberculosis,Per 100 000 population,Italy,7.3
Tuberculosis,Number,Netherlands,425.0
Tuberculosis,Per 100 000 population,Netherlands,2.5
Tuberculosis,Number,Norway,166.0
Tuberculosis,Per 100 000 population,Norway,3.1
Tuberculosis,Number,Sweden,423.0
Tuberculosis,Per 100 000 population,Sweden,4.1
Tuberculosis,Number,Switzerland,425.0
Tuberculosis,Per 100 000 population,Switzerland,5.0
Tuberculosis,Number,Israel,133.0
Tuberculosis,Per 100 000 population,Israel,1.5
Septicaemia,Number,Canada,29417.0
Septicaemia,Per 100 000 population,Canada,78.3
Septicaemia,Number,France,28740.0
Septicaemia,Per 100 000 population,France,42.7
Septicaemia,Number,Italy,52977.0
Septicaemia,Per 100 000 population,Italy,88.7
Septicaemia,Number,Netherlands,3664.0
Septicaemia,Per 100 000 population,Netherlands,21.1
Septicaemia,Number,Norway,2292.0
Septicaemia,Per 100 000 population,Norway,42.9
Septicaemia,Number,Sweden,9068.0
